common_name,name,current_resident,dob,birth_type,dod,age,weight,age_at_wt_y
Northern Giant Mouse Lemur,Akaky,N,1988-04-26,captive,2001-03-21,12.91,323,8.92
Northern Giant Mouse Lemur,Al,N,1995-09-15,captive,2009-07-16,13.84,355,8.53
Northern Giant Mouse Lemur,Aliotsy,N,1984-07-16,captive,1993-12-28,9.46,331,1.33
Northern Giant Mouse Lemur,Andreta,N,1987-11-03,captive,2002-01-28,14.25,319,3.18
Northern Giant Mouse Lemur,Ankana,N,1986-07-26,captive,2001-08-19,15.08,360,11.78
Northern Giant Mouse Lemur,Ankana-B,N,1995-03-21,captive,1995-03-22,0,13.5,0
Northern Giant Mouse Lemur,Arosy,N,1979-08-25,wild,1997-08-04,17.96,248,17.81
Northern Giant Mouse Lemur,Bepipa,N,1989-09-27,captive,1999-08-24,9.91,289,7.35
Northern Giant Mouse Lemur,Boaky,N,1991-03-19,captive,2006-01-24,14.86,265,14.86
Northern Giant Mouse Lemur,Boloky,N,1984-07-16,captive,1992-11-11,8.33,323,7.34
Northern Giant Mouse Lemur,Boreta,N,1987-11-03,captive,1998-07-02,10.67,269,5.42
Northern Giant Mouse Lemur,Buddy,N,1994-06-02,captive,2012-06-18,18.06,185,18.06
Northern Giant Mouse Lemur,Coquie,N,1994-04-05,captive,2008-02-20,13.89,335,13.77
Northern Giant Mouse Lemur,Dadara,N,1986-04-29,captive,2000-11-11,14.55,276,6.56
Northern Giant Mouse Lemur,Dangoro,N,1986-04-13,captive,1991-04-21,5.02,288,5.02
Northern Giant Mouse Lemur,Draky,N,1986-08-28,captive,1998-09-05,12.03,257,3.63
Northern Giant Mouse Lemur,Dronga,N,1979-08-25,wild,1986-09-26,7.09,347,6.39
Northern Giant Mouse Lemur,Endrika,N,1983-11-12,captive,1992-04-11,8.42,266,8.42
Northern Giant Mouse Lemur,Ethel,N,1989-04-01,captive,2005-08-01,16.35,355,14.98
Northern Giant Mouse Lemur,Etsoa,N,1985-05-16,captive,1998-06-01,13.05,361,5.05
Northern Giant Mouse Lemur,Fandrasa,N,1979-08-25,wild,1999-08-10,19.97,210,19.96
Northern Giant Mouse Lemur,Fanindry,N,1985-05-31,captive,1999-03-18,13.81,330,11.82
Northern Giant Mouse Lemur,Faravaza,N,1985-05-31,captive,1992-04-28,6.92,286,6.46
Northern Giant Mouse Lemur,Firasa,N,1986-04-29,captive,2002-08-19,16.32,293,6.56
Northern Giant Mouse Lemur,Fitatsy,N,1989-06-13,captive,NA,5.64,268,2.17
Northern Giant Mouse Lemur,Fitsy,N,1989-06-03,captive,1993-09-20,4.3,250,3.54
Northern Giant Mouse Lemur,Fody,N,1984-06-14,captive,1993-07-17,9.1,256,7.36
Northern Giant Mouse Lemur,Gaka,N,1979-08-25,wild,1995-09-22,16.09,277,16.05
Northern Giant Mouse Lemur,Gory,N,1993-02-28,captive,2006-04-29,13.17,255,13.15
Northern Giant Mouse Lemur,Hanka,N,1990-05-12,captive,2005-09-01,15.32,290,15.3
Northern Giant Mouse Lemur,Hindry,N,1988-04-18,captive,2003-07-31,15.29,300,8.38
Northern Giant Mouse Lemur,Hitsikitsika,N,1996-08-30,captive,2009-07-13,12.88,265,9.61
Northern Giant Mouse Lemur,Hitsikitsika,N,1996-08-30,captive,2009-07-13,12.88,270,9.61
Northern Giant Mouse Lemur,Jerika,N,1993-02-28,captive,2005-06-30,12.34,225,12.34
Northern Giant Mouse Lemur,Jery,N,1985-06-08,captive,1992-01-04,6.58,286,4.85
Northern Giant Mouse Lemur,Jijy,N,1983-03-03,captive,1998-02-20,14.98,320,14.97
Northern Giant Mouse Lemur,Kia,N,1987-05-26,captive,1999-04-20,11.91,320,11.91
Northern Giant Mouse Lemur,Kikimova,N,1993-08-02,captive,2010-02-03,16.52,280,14.44
Northern Giant Mouse Lemur,Kitikiti,N,1987-11-07,captive,2000-12-16,13.12,339,2.58
Northern Giant Mouse Lemur,Koboka,N,1988-01-14,captive,1997-08-15,9.59,375,4.72
Northern Giant Mouse Lemur,Kokofo,N,1988-01-14,captive,1992-07-25,4.53,344,3.58
Northern Giant Mouse Lemur,Lobokoma,N,1987-10-18,captive,2000-06-06,12.64,310,12.49
Northern Giant Mouse Lemur,Monjo,N,1987-04-21,captive,2002-11-20,15.59,310,15.59
Northern Giant Mouse Lemur,Ngongo,N,1990-05-12,captive,2005-04-04,14.91,265,13.87
Northern Giant Mouse Lemur,Papelika,N,1985-06-16,captive,1996-05-30,10.96,360,6.9
Northern Giant Mouse Lemur,Pipa,N,1985-06-16,captive,2000-11-25,15.45,290,0.8
Northern Giant Mouse Lemur,Piritse,N,1985-06-16,captive,1992-07-15,7.08,269,6.42
Northern Giant Mouse Lemur,Pitsy,N,1982-09-02,captive,1997-05-23,14.73,280,14.73
Northern Giant Mouse Lemur,Poma,N,1982-09-02,captive,1989-06-07,6.77,356,5.59
Northern Giant Mouse Lemur,Potsio,N,1984-06-14,captive,1993-06-28,9.04,350,8.93
Northern Giant Mouse Lemur,Rengobo,N,1996-08-30,captive,2005-07-05,8.85,310,8.76
Northern Giant Mouse Lemur,Rovana,N,1993-08-02,captive,2008-08-23,15.07,280,2.75
Northern Giant Mouse Lemur,Salala,N,1983-03-03,captive,NA,11.92,367,2.95
Northern Giant Mouse Lemur,Sama,N,1986-08-30,captive,2001-09-05,15.03,340,11.42
Northern Giant Mouse Lemur,Sama,N,1986-08-30,captive,2001-09-05,15.03,340,11.42
Northern Giant Mouse Lemur,Samby,N,1987-04-10,captive,1997-08-11,10.35,325,3.69
Northern Giant Mouse Lemur,Serita,N,1986-08-30,captive,1999-09-07,13.03,300,11.42
Northern Giant Mouse Lemur,Serita,N,1986-08-30,captive,1999-09-07,13.03,300,11.42
Northern Giant Mouse Lemur,Sove,N,1987-04-21,captive,1998-12-11,11.65,305,11.63
Northern Giant Mouse Lemur,Takoka,N,1986-07-26,captive,1995-01-02,8.44,340,6.51
Northern Giant Mouse Lemur,Tantaly,N,1983-10-13,captive,2000-05-16,16.6,331,2.33
Northern Giant Mouse Lemur,Tatoro,N,1983-10-13,captive,2001-04-29,17.56,304,9.35
Northern Giant Mouse Lemur,Tetso,N,1987-06-02,captive,1991-01-25,3.65,240,3.65
Northern Giant Mouse Lemur,Tinty,N,1986-09-28,captive,1994-09-03,7.94,305,6.22
Northern Giant Mouse Lemur,Tomena,N,1987-06-01,captive,1998-01-25,10.66,297,5.85
Northern Giant Mouse Lemur,Tomena,N,1987-06-01,captive,1998-01-25,10.66,298,5.85
Northern Giant Mouse Lemur,Totoroka,N,1994-06-02,captive,2006-12-27,12.58,270,11.68
Northern Giant Mouse Lemur,Tretreka,N,1987-09-08,captive,2002-11-16,15.2,286,5.07
Northern Giant Mouse Lemur,Vanga,N,1986-09-28,captive,2000-03-12,13.46,275,4.28
Northern Giant Mouse Lemur,Vaza,N,1987-06-15,captive,2001-07-21,14.11,271,3.51
Northern Giant Mouse Lemur,Vikyviky,N,1989-08-30,captive,2005-12-08,16.28,350,2.69
Northern Giant Mouse Lemur,Vintsy,N,1987-06-15,captive,2004-02-02,16.65,225,16.65
Northern Giant Mouse Lemur,Vivy,N,1987-09-08,captive,1993-03-12,5.51,290,5.41
Northern Giant Mouse Lemur,Vorona,N,1997-02-02,captive,2010-09-11,13.61,315,9.18
Northern Greater Galago,Abdul,N,1980-09-29,captive,NA,5.76,1316.6,5.03
Northern Greater Galago,Acmite,N,1986-12-20,captive,1987-04-21,0.33,47,0
Northern Greater Galago,Adamantium,N,1991-11-07,captive,NA,1.03,48.5,0
Northern Greater Galago,Adularin,N,1987-01-19,unknown,NA,3.28,1039,2.68
Northern Greater Galago,Agate,N,1981-04-30,captive,NA,5.28,1166.78,4.44
Northern Greater Galago,Ajax,N,1969-06-13,captive,NA,3.1,972,3.04
Northern Greater Galago,Alabaster,N,1988-11-08,captive,NA,0.6,695,0.56
Northern Greater Galago,Alphabet,N,1969-06-02,captive,1972-03-24,2.81,920,2.75
Northern Greater Galago,Antimony,N,1989-03-13,captive,NA,10.13,1080,10.09
Northern Greater Galago,Aquamarine,N,1982-10-11,captive,NA,3.88,1048.74,2.99
Northern Greater Galago,Argentite,N,1985-06-03,captive,NA,2.94,231.2,0.11
Northern Greater Galago,Argon,N,1989-06-03,captive,NA,0.64,327,0.16
Northern Greater Galago,Arlo,N,1969-12-30,captive,NA,3.81,1048,2.47
Northern Greater Galago,Athene,N,1970-03-02,captive,NA,2.38,729,2.32
Northern Greater Galago,Aureole,N,1989-03-24,captive,NA,0.4,452,0.36
Northern Greater Galago,Baez,N,1968-09-29,wild,NA,7.39,1070,3.73
Northern Greater Galago,Bahati,N,1980-08-18,captive,NA,6.6,1334.8,4.93
Northern Greater Galago,Barium,N,1986-07-25,captive,NA,1.89,54,0
Northern Greater Galago,Barnaby,N,1971-06-10,captive,1973-02-07,1.67,980,1.04
Northern Greater Galago,Basie,N,1971-01-16,captive,NA,5.34,1005,1.43
Northern Greater Galago,Bauxite,N,1984-07-04,captive,NA,3.14,1271.2,1.26
Northern Greater Galago,Beidelman,N,1967-09-12,captive,NA,6.12,1242,4.78
Northern Greater Galago,Beryl,N,1980-11-11,captive,NA,7.42,858.06,4.91
Northern Greater Galago,Beryllium,N,1983-07-27,captive,NA,1.82,1139.5,1.76
Northern Greater Galago,Bessie,N,1970-01-08,unknown,NA,2.52,1127,2.45
Northern Greater Galago,Beta,N,1966-09-16,captive,NA,5.84,948,5.78
Northern Greater Galago,Bismuth,N,1987-09-15,captive,NA,1.75,69,0.04
Northern Greater Galago,Bromine,N,1989-06-07,captive,NA,0.9,808.1,0.88
Northern Greater Galago,Brookite,N,1984-08-23,captive,NA,4.95,885.3,1.13
Northern Greater Galago,Brucite,N,1984-07-04,captive,NA,3.14,1103.22,1.26
Northern Greater Galago,Carbon,N,1989-07-28,captive,NA,9.76,830,9.72
Northern Greater Galago,Carlos,N,1975-05-02,captive,1978-12-13,3.62,493,0.24
Northern Greater Galago,Castor,N,1970-06-09,captive,1971-11-17,1.44,566,0.46
Northern Greater Galago,Cinder,N,1988-09-02,captive,NA,0.92,1060,20.4
Northern Greater Galago,Cio-Cio,N,1971-09-17,captive,NA,0.83,713,0.76
Northern Greater Galago,Cordierite,N,1984-06-26,captive,NA,3.97,971.56,1.27
Northern Greater Galago,Curium,N,1989-05-22,captive,NA,0.67,786,0.6
Northern Greater Galago,Darwin,N,1971-05-11,captive,NA,1.19,990,1.13
Northern Greater Galago,Delta,N,1966-05-03,unknown,NA,6.21,737,6.15
Northern Greater Galago,Dravite,N,1983-03-23,captive,NA,4.01,1203.1,2.55
Northern Greater Galago,Eeyore,N,1964-05-20,captive,1977-11-02,13.46,1236,8.09
Northern Greater Galago,Ella,N,1970-12-06,captive,NA,1.61,905,1.55
Northern Greater Galago,Emerald,N,1984-10-28,captive,NA,4.77,785.42,0.95
Northern Greater Galago,Emery,N,1987-06-28,captive,NA,0.79,49,0
Northern Greater Galago,Epaminondas,N,1968-04-30,captive,NA,4.22,1001,4.14
Northern Greater Galago,Erbium,N,1991-01-21,captive,NA,8.27,1180,8.23
Northern Greater Galago,Eta,N,1965-07-27,wild,NA,6.98,1023,6.9
Northern Greater Galago,Europium,N,1989-05-21,captive,NA,9.95,960,9.78
Northern Greater Galago,Evangeline,N,1972-03-16,captive,NA,1.6,474,0.28
Northern Greater Galago,Galahad,N,1972-05-12,captive,NA,1.45,265,0.11
Northern Greater Galago,Garth,N,1971-07-07,captive,NA,1.03,977,0.97
Northern Greater Galago,Geode,N,1988-11-16,captive,NA,0.71,931,0.7
Northern Greater Galago,Gorgon,N,1971-04-20,captive,NA,5.39,702,1.18
Northern Greater Galago,Grace,N,1970-09-12,captive,NA,8.28,915,1.78
Northern Greater Galago,Granite,N,1989-03-23,captive,NA,11.75,1160,11.71
Northern Greater Galago,Gypsum,N,1980-07-20,captive,NA,7.73,1335,5.44
Northern Greater Galago,Halloysite,N,1989-09-13,captive,NA,3.84,1227,1.22
Northern Greater Galago,Hansel,N,1971-09-20,captive,NA,0.82,600,0.44
Northern Greater Galago,Havens,N,1970-09-28,captive,NA,8.24,1149,1.83
Northern Greater Galago,Hectorite,N,1990-05-09,captive,1990-07-06,0.16,324,0.13
Northern Greater Galago,Hermes,N,1968-09-16,captive,1969-06-02,0.71,51,0
Northern Greater Galago,Hodari,N,1976-11-04,captive,NA,7.95,1065,0.96
Northern Greater Galago,Hydroxyl,N,1988-12-28,captive,NA,1.07,542,0.28
Northern Greater Galago,Ichabod,N,1972-05-08,captive,1972-07-16,0.19,284,0.13
Northern Greater Galago,Iodate,N,1985-12-21,captive,NA,2.1,46.4,0
Northern Greater Galago,Iota,N,1965-07-26,wild,NA,13.67,1029,6.92
Northern Greater Galago,Iridium,N,1981-06-04,captive,1999-10-02,18.34,760,18.34
Northern Greater Galago,Iridium-G,N,1991-03-18,captive,1991-03-22,0.01,39,0.01
Northern Greater Galago,Iridium-H,N,1996-05-31,captive,1996-06-16,0.04,68,0.04
Northern Greater Galago,Iron,N,1985-12-21,captive,NA,2.31,45.3,0
Northern Greater Galago,Jaha,N,1980-06-04,captive,NA,7.86,1257.58,5.35
Northern Greater Galago,Kanga,N,1961-08-25,captive,1977-02-07,15.47,1190,10.83
Northern Greater Galago,Kappa,N,1965-09-28,wild,NA,10.64,775,6.74
Northern Greater Galago,Krypton,N,1990-01-03,captive,NA,1.44,853.5,0.92
Northern Greater Galago,Laura,N,1970-12-06,captive,NA,1.61,1073,1.54
Northern Greater Galago,Leadbelly,N,1968-10-10,wild,1978-09-18,9.95,1145,3.7
Northern Greater Galago,Lepidolite,N,1983-06-29,captive,NA,3.11,1103.5,2.28
Northern Greater Galago,Lillo,N,1971-09-10,captive,1972-07-01,0.81,735,0.79
Northern Greater Galago,Makeba,N,1968-10-10,wild,NA,10.21,1071,3.71
Northern Greater Galago,Marble,N,1989-05-22,captive,NA,0.67,738,0.6
Northern Greater Galago,Margarite,N,1983-06-25,captive,1996-06-25,13.01,885.3,2.29
Northern Greater Galago,Mica,N,1985-04-01,captive,1998-03-26,12.99,940,12.99
Northern Greater Galago,Mimi,N,1970-01-08,unknown,NA,2.52,1309,2.45
Northern Greater Galago,Moonstone,N,1994-06-22,captive,NA,4.85,1000,4.81
Northern Greater Galago,Mrs. Noah,N,1961-01-28,unknown,1972-05-30,11.34,1025,11.06
Northern Greater Galago,Muscovite,N,1984-10-21,captive,NA,3.27,908,0.96
Northern Greater Galago,Nancy Poo,N,1967-09-26,captive,NA,8.58,912,4.74
Northern Greater Galago,Nicollite,N,1993-05-28,captive,1996-06-15,3.05,860,3.05
Northern Greater Galago,Niter,N,1988-11-20,captive,NA,0.56,726,0.46
Northern Greater Galago,Ochs,N,1968-09-29,unknown,NA,3.8,1008,3.74
Northern Greater Galago,Orthoclase,N,1988-12-28,captive,NA,0.6,776,0.59
Northern Greater Galago,Orthose,N,1992-02-09,captive,2008-10-24,16.72,670,0.43
Northern Greater Galago,Osmium,N,1985-05-25,captive,NA,2.88,631.06,0.37
Northern Greater Galago,Page,N,1974-07-03,captive,NA,1.8,258,0.11
Northern Greater Galago,Palladium,N,1984-04-15,captive,NA,2.21,1112.5,1.48
Northern Greater Galago,Peridot,N,1992-06-22,captive,NA,6.85,1010,6.81
Northern Greater Galago,Platinum,N,1985-05-25,captive,NA,2.97,617.44,0.37
Northern Greater Galago,Pooh Bear,N,1963-09-30,captive,1974-02-13,10.38,910,8.73
Northern Greater Galago,Quartz,N,1983-05-02,captive,NA,4.35,1103.22,2.44
Northern Greater Galago,Rhodium,N,1988-09-01,captive,NA,1.67,967,0.91
Northern Greater Galago,Richard,N,1970-01-08,unknown,NA,2.52,1346,2.45
Northern Greater Galago,Roo,N,1961-03-17,captive,1974-10-15,13.59,1174,11.28
Northern Greater Galago,Roolette,N,1964-10-27,captive,NA,14.16,968,7.66
Northern Greater Galago,Rubidium,N,1988-09-01,captive,NA,0.92,826,0.91
Northern Greater Galago,Ruby,N,1996-07-10,captive,NA,2.8,960,2.76
Northern Greater Galago,Rutile,N,1983-01-02,captive,NA,4.27,976.1,2.77
Northern Greater Galago,Seeger,N,1968-09-29,unknown,NA,3.8,1158,3.73
Northern Greater Galago,Serpentine,N,1989-03-13,captive,NA,0.87,731,0.38
Northern Greater Galago,Spessartite,N,1992-03-06,captive,2012-03-03,20.01,500,0.36
Northern Greater Galago,Spinel,N,1982-11-30,captive,NA,5.37,1198.56,2.86
Northern Greater Galago,Stephanite,N,1993-10-26,captive,NA,5.51,800,5.47
Northern Greater Galago,Sudi,N,1980-08-18,captive,NA,5.87,1702.5,5.14
Northern Greater Galago,Thorium,N,1981-07-22,captive,NA,7.38,1439.18,4.22
Northern Greater Galago,Tigereye,N,1991-03-18,captive,NA,8.12,1060,8.08
Northern Greater Galago,Tigger Ii,N,1969-03-29,captive,NA,9.74,1054,3.25
Northern Greater Galago,Titanium,N,1987-09-22,captive,NA,0.56,76,0.02
Northern Greater Galago,Tootsie,N,1972-10-04,captive,1973-06-11,0.68,74,0.02
Northern Greater Galago,Tregorite,N,1989-12-22,captive,NA,0.36,561,0.34
Northern Greater Galago,Trona,N,1989-12-22,captive,NA,1.62,842,0.95
Northern Greater Galago,Tungsten,N,1986-12-24,captive,NA,12.35,1200,12.31
Northern Greater Galago,Wolframite,N,1993-10-26,captive,NA,5.51,1160,5.47
Northern Greater Galago,Woody,N,1968-08-16,wild,NA,3.92,1310,3.85
Northern Greater Galago,Woozle,N,1967-06-08,captive,NA,13.17,848,5.04
Northern Greater Galago,Yttrium,N,1987-08-13,captive,NA,1.84,1267,1.74
Northern Greater Galago,Zircon Ii,N,1996-07-10,captive,NA,2.8,1140,2.76
Northern Greater Galago,Zircon Ii,N,1996-07-10,captive,NA,2.8,1125,2.76
Potto,Abena,N,1980-11-01,wild,2003-11-22,23.07,750,20.73
Potto,Ashanti,N,1977-09-04,unknown,NA,8.76,1117,7.44
Potto,Bandu,N,1993-09-02,captive,1998-10-05,5.09,765,5.08
Potto,Bandu,N,1993-09-02,captive,1998-10-05,5.09,800,5.08
Potto,Benin,N,1979-09-19,captive,1984-12-01,5.21,1175.1,5.12
Potto,Chagga,N,1990-01-20,captive,NA,28.94,765,11.5
Potto,Esi,N,1974-09-27,unknown,NA,11.7,1317,11.33
Potto,Fondi,N,1983-11-01,wild,1998-10-21,14.98,880,14.81
Potto,Fulani,N,1979-11-01,wild,1996-02-13,16.3,930,16.22
Potto,Fulani-A,N,1991-12-17,captive,1991-12-17,0,33,0
Potto,Ibo,N,1977-09-09,captive,1985-01-30,7.4,775,7.28
Potto,Kofi,N,1985-04-23,captive,2010-12-18,25.67,1097,7.44
Potto,Lozi,N,1979-11-01,wild,1996-04-11,16.45,680,16.4
Potto,Maori,N,1991-01-19,captive,2007-01-06,15.98,930,7.24
Potto,Maori-B,N,1993-03-02,captive,1993-03-02,0,19,0
Potto,Rendille,N,1988-11-03,captive,2018-10-28,30,730,0.46
Potto,Tallensi,N,1979-11-01,wild,2012-03-01,32.35,720,18.5
Potto,Tallensi,N,1979-11-01,wild,2012-03-01,32.35,790,18.5
Potto,Tallensi-A,N,1989-04-01,captive,1989-04-04,0.01,32,0
Potto,Tallensi-D,N,1997-12-02,captive,1997-12-03,0,23.2,0
Potto,Tallensi-D,N,1997-12-02,captive,1997-12-03,0,19.2,0
Potto,Yoruba,N,1978-11-01,wild,1995-02-15,16.3,705,16.3
Pygmy Slow Loris,Aphid,N,1991-03-09,captive,2002-09-07,11.51,535,2.65
Pygmy Slow Loris,Bertha,N,1992-02-14,captive,2005-06-08,13.32,520,6.58
Pygmy Slow Loris,Boatman,N,1985-04-05,wild,2000-04-10,15.02,451,13.19
Pygmy Slow Loris,Chigger,N,1988-11-17,captive,2000-11-28,12.04,501,2.64
Pygmy Slow Loris,Cicada,N,1983-04-05,wild,1998-10-15,15.54,285,15.44
Pygmy Slow Loris,Cicada-A,N,1988-01-01,captive,1988-01-01,0,30,0
Pygmy Slow Loris,Cicada-B,N,1990-08-17,captive,1990-08-18,0,23,0
Pygmy Slow Loris,Cinnabar Moth,N,2006-06-01,captive,2017-03-04,10.76,600,2.28
Pygmy Slow Loris,Cricket,N,1995-02-15,captive,2010-08-17,15.51,505,3.16
Pygmy Slow Loris,Doodlebug,N,2002-03-04,captive,2012-05-08,10.19,406,10.17
Pygmy Slow Loris,Dragonfly,N,1984-04-05,wild,1990-09-28,6.48,471,6.46
Pygmy Slow Loris,Firefly,N,1984-06-18,wild,2003-01-01,18.55,422,12.83
Pygmy Slow Loris,Firefly-A,N,1994-04-11,captive,1994-04-11,0,19.18,0
Pygmy Slow Loris,Firefly-B,N,1994-04-11,captive,1994-04-11,0,19.67,0
Pygmy Slow Loris,Flea,N,1997-12-09,wild,2017-10-26,19.89,417,19.89
Pygmy Slow Loris,Flea,N,1997-12-09,wild,2017-10-26,19.89,413,19.89
Pygmy Slow Loris,Gnat,N,1987-02-17,captive,1998-08-09,11.48,385,11.47
Pygmy Slow Loris,Grasshopper,N,1995-02-15,captive,2009-08-22,14.53,460,14.49
Pygmy Slow Loris,Honey Bee,N,2012-04-09,captive,NA,6.66,560,2.06
Pygmy Slow Loris,Io Moth,N,2010-09-17,captive,NA,5.38,650,5.36
Pygmy Slow Loris,Junebug,Y,2007-01-07,captive,NA,12.09,540,12.05
Pygmy Slow Loris,Junebug-A,N,2012-06-20,captive,2012-07-03,0.04,34,0.02
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,10.9,0
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,11,0
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,11.1,0
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,11.2,0
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,10.8,0
Pygmy Slow Loris,Junebug-B,N,2017-01-18,captive,2017-01-19,0,10.9,0
Pygmy Slow Loris,Katydid,N,1983-04-05,wild,1990-05-12,7.11,317,7.08
Pygmy Slow Loris,Kiri,N,2010-03-14,captive,2017-11-22,7.7,477,7.68
Pygmy Slow Loris,Lacewing,N,1984-04-05,wild,1993-04-18,9.04,271,8.9
Pygmy Slow Loris,Lacewing-A,N,1990-06-30,captive,1990-07-05,0.01,20,0
Pygmy Slow Loris,Ladybug,N,2011-02-04,captive,NA,4.42,484,0.72
Pygmy Slow Loris,Locust,N,1984-04-05,wild,1998-07-21,14.3,395,14.3
Pygmy Slow Loris,Luna,N,2001-12-09,captive,2008-08-12,6.68,485,6.68
Pygmy Slow Loris,Mantid,N,1996-04-25,captive,1999-09-10,3.38,450,2.1
Pygmy Slow Loris,Midge,N,1984-04-05,wild,1989-05-19,5.12,318,4.7
Pygmy Slow Loris,Mite,N,1991-03-09,captive,1992-11-24,1.72,367,1.72
Pygmy Slow Loris,Nox,N,2006-03-24,captive,2017-06-07,11.21,485,11.21
Pygmy Slow Loris,Pima Orange Tip,N,2004-10-02,captive,2016-02-27,11.41,440,3.94
Pygmy Slow Loris,Pygmy Hunter,N,2002-07-27,wild,2012-04-04,9.7,400,9.61
Pygmy Slow Loris,Red Admiral,N,2006-06-01,captive,2015-06-17,9.05,426,9.05
Pygmy Slow Loris,Roach,N,2012-06-20,captive,NA,6.47,640,3.18
Pygmy Slow Loris,Scarab,N,2010-09-17,captive,NA,8.22,608,1.17
Pygmy Slow Loris,Skeeter,N,2012-04-09,captive,NA,6.59,580,2.15
Pygmy Slow Loris,Skimmer,N,1994-03-15,captive,2013-06-14,19.26,300,19.26
Pygmy Slow Loris,Skimmer-A,N,2000-09-03,captive,2000-09-03,0,20,0
Pygmy Slow Loris,Skimmer-B,N,2001-05-14,captive,2001-05-14,0,7,0
Pygmy Slow Loris,Skimmer-C,N,2001-05-14,captive,2001-05-14,0,14,0
Pygmy Slow Loris,Skimmer-D,N,2001-05-14,captive,2001-05-23,0.02,29,0.02
Pygmy Slow Loris,Skimmer-D,N,2001-05-14,captive,2001-05-23,0.02,29,0.02
Pygmy Slow Loris,Skimmer-D,N,2001-05-14,captive,2001-05-23,0.02,28,0.02
Pygmy Slow Loris,Skimmer-E,N,2002-03-04,captive,2002-03-05,0,25,0
Pygmy Slow Loris,Skimmer-E,N,2002-03-04,captive,2002-03-05,0,23,0
Pygmy Slow Loris,Sovanni,N,2008-09-18,captive,NA,10.39,620,8.76
Pygmy Slow Loris,Spinner,N,1988-01-01,captive,1990-09-21,2.72,414,2.72
Pygmy Slow Loris,Tick,N,1988-11-17,captive,1993-03-29,4.36,469,2.64
Pygmy Slow Loris,Walkingstick,N,1985-04-05,wild,1996-05-31,11.16,317,11.12
Pygmy Slow Loris,Warble,N,2017-01-18,captive,NA,1.96,597,0.64
Red Ruffed Lemur,Algol,N,1985-05-05,captive,2003-10-26,18.49,3536.5,1.56
Red Ruffed Lemur,Alpha Centauri,N,1984-05-14,captive,1990-08-22,6.28,3619,5.43
Red Ruffed Lemur,Alphard,N,1989-04-22,captive,2013-03-13,23.91,3270,23.91
Red Ruffed Lemur,Alphecca,N,1984-05-14,captive,2002-01-08,17.67,3009.5,2.8
Red Ruffed Lemur,Aludra,N,1991-05-20,captive,NA,27.15,3380,4.99
Red Ruffed Lemur,Ancha,N,1985-05-03,captive,2013-03-06,27.86,5080,16.91
Red Ruffed Lemur,Antlia,N,1989-04-22,captive,2018-08-06,29.31,3160,29.3
Red Ruffed Lemur,Apollo,N,1974-05-08,captive,1993-01-22,18.72,2270,18.72
Red Ruffed Lemur,Ara,N,1985-05-03,captive,2010-11-21,25.57,3760,7.01
Red Ruffed Lemur,Arche,N,2015-05-13,captive,NA,3.56,3840,3.48
Red Ruffed Lemur,Arcturus,N,1983-04-26,captive,2005-08-12,22.31,2524,1.1
Red Ruffed Lemur,Aries,N,2007-07-02,captive,NA,11.25,3250,6.27
Red Ruffed Lemur,Astra,N,1983-10-01,wild,2015-07-08,31.79,3891,5.15
Red Ruffed Lemur,Avior,N,2008-05-24,captive,NA,10.61,3025,7.24
Red Ruffed Lemur,Berenices,N,1987-04-27,captive,2006-03-01,18.86,3518,2.53
Red Ruffed Lemur,Bode,Y,2015-05-27,captive,NA,3.7,4220,3.66
Red Ruffed Lemur,Borealis,Y,1988-04-30,captive,NA,30.79,3320,30.75
Red Ruffed Lemur,Buzz,Y,2017-05-30,captive,NA,1.69,3400,1.65
Red Ruffed Lemur,Carina,N,2004-05-11,captive,NA,14.56,3500,10.38
Red Ruffed Lemur,Carme,N,1984-04-29,captive,2014-06-01,30.11,3596,6.58
Red Ruffed Lemur,Carme Ii,N,2012-05-10,captive,NA,5.04,3960,4.98
Red Ruffed Lemur,Cassiopea,N,2004-05-11,captive,NA,13.97,3500,4.34
Red Ruffed Lemur,Castor,N,1983-04-16,captive,2004-08-07,21.33,3180,18.96
Red Ruffed Lemur,Celeste,N,2015-05-13,captive,NA,3.59,3730,1.28
Red Ruffed Lemur,Cepheus,N,1986-03-30,captive,1998-11-14,12.64,2633,0.53
Red Ruffed Lemur,Ceres,N,1989-04-18,captive,2012-01-31,22.8,3142,2.41
Red Ruffed Lemur,Cetus,N,1984-04-29,captive,2010-04-19,25.99,2792,2.56
Red Ruffed Lemur,Chamaeleon,N,1994-05-02,captive,NA,24.67,4080,2.52
Red Ruffed Lemur,Charon,N,1985-04-27,captive,2012-07-31,27.28,3804,3.18
Red Ruffed Lemur,Columba,N,1985-05-05,captive,2003-07-11,18.19,3559,6.22
Red Ruffed Lemur,Coma,N,1986-03-30,captive,2005-01-25,18.84,3069,1.68
Red Ruffed Lemur,Comet,Y,1984-10-01,wild,NA,34.37,3280,34.32
Red Ruffed Lemur,Cordelia,N,2011-05-10,captive,NA,7.66,3640,3.44
